
SetupTitle, Posi Sweep(4)(1)
PrimitiveTest, I/V Sweep
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 10/30/2025 12:36:14
MetaData, TestRecord.TestTarget, 
MetaData, TestRecord.IterationIndex, 1
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, 
MetaData, TestRecord.LinkKey, d4b27b35-f491-4f84-8a74-88aad32218ad
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, V1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 20
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, Abs_Id
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Log
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 1E-14
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 1E-08
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.75
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, 0.75
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.75
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, 0.75
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.75
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, 0.75
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.75
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, 0.75
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.75
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, 0.75
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777215
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 2
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -16776961
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 2
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 2
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -8355712
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 2
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -32640
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 2
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 2
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 2
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, 
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, false
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, false
AnalysisSetup, Analysis.Setup.Title, Posi Sweep(4)(1)
Dimension1, 202, 202, 202, 202, 202, 202, 202, 202, 202, 202, 202
Dimension2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
DataName, V1, V3, I1, I3, Abs_Id, SQRT_Id, SS, gm, Mobility, Ig, Is
DataValue, 0, 0, 6.0000000000000009E-14, 6.8E-14, 6.0000000000000009E-14, 2.4494897427831784E-07, 0, , , 6.8E-14, 6.0000000000000009E-14
DataValue, 0.2, 0, 2.1500000000000002E-13, 4.8000000000000004E-14, 2.1500000000000002E-13, 4.6368092477478522E-07, 0, , , 4.8000000000000004E-14, 2.1500000000000002E-13
DataValue, 0.4, 0, 2.6500000000000003E-13, 1.28E-13, 2.6500000000000003E-13, 5.1478150704935E-07, 0, , , 1.28E-13, 2.6500000000000003E-13
DataValue, 0.6, 0, 3.77E-13, -3.0000000000000002E-15, 3.77E-13, 6.1400325732035011E-07, 0, , , -3.0000000000000002E-15, 3.77E-13
DataValue, 0.8, 0, 4.8100000000000007E-13, 2.3000000000000003E-14, 4.8100000000000007E-13, 6.9354163537598814E-07, 0, , , 2.3000000000000003E-14, 4.8100000000000007E-13
DataValue, 1, 0, 5.7500000000000007E-13, 9.8000000000000012E-14, 5.7500000000000007E-13, 7.5828754440515506E-07, 0, , , 9.8000000000000012E-14, 5.7500000000000007E-13
DataValue, 1.2, 0, 7.1300000000000009E-13, -1.3000000000000001E-14, 7.1300000000000009E-13, 8.4439327330338208E-07, 0, , , -1.3000000000000001E-14, 7.1300000000000009E-13
DataValue, 1.4000000000000001, 0, 8.060000000000001E-13, 7.4E-14, 8.060000000000001E-13, 8.977750274985377E-07, 0, , , 7.4E-14, 8.060000000000001E-13
DataValue, 1.6, 0, 9.1400000000000014E-13, 1.0500000000000001E-13, 9.1400000000000014E-13, 9.5603347221736974E-07, 0, , , 1.0500000000000001E-13, 9.1400000000000014E-13
DataValue, 1.8, 0, 1.132E-12, 8.3000000000000012E-14, 1.132E-12, 1.0639548862616308E-06, 0, , , 8.3000000000000012E-14, 1.132E-12
DataValue, 2, 0, 1.303E-12, 1.17E-13, 1.303E-12, 1.1414902540100814E-06, 0, , , 1.17E-13, 1.303E-12
DataValue, 2.2, 0, 1.462E-12, -3.0000000000000002E-15, 1.462E-12, 1.2091319200153471E-06, 0, , , -3.0000000000000002E-15, 1.462E-12
DataValue, 2.4, 0, 1.684E-12, 5.3E-14, 1.684E-12, 1.2976902558006668E-06, 0, , , 5.3E-14, 1.684E-12
DataValue, 2.6, 0, 1.947E-12, -2.4000000000000002E-14, 1.947E-12, 1.39534941860453E-06, 0, , , -2.4000000000000002E-14, 1.947E-12
DataValue, 2.8000000000000003, 0, 2.165E-12, 6.8E-14, 2.165E-12, 1.4713938969562162E-06, 0, , , 6.8E-14, 2.165E-12
DataValue, 3, 0, 2.389E-12, 2.8E-14, 2.389E-12, 1.5456390264224049E-06, 0, , , 2.8E-14, 2.389E-12
DataValue, 3.2, 0, 2.6640000000000004E-12, 1.12E-13, 2.6640000000000004E-12, 1.6321764610482532E-06, 0, , , 1.12E-13, 2.6640000000000004E-12
DataValue, 3.4, 0, 3.0610000000000004E-12, -5.0000000000000008E-15, 3.0610000000000004E-12, 1.7495713760804388E-06, 0, , , -5.0000000000000008E-15, 3.0610000000000004E-12
DataValue, 3.6, 0, 3.3390000000000002E-12, 4.2000000000000004E-14, 3.3390000000000002E-12, 1.8272930799409272E-06, 0, , , 4.2000000000000004E-14, 3.3390000000000002E-12
DataValue, 3.8000000000000003, 0, 3.726E-12, -4.3000000000000006E-14, 3.726E-12, 1.9302849530574495E-06, 0, , , -4.3000000000000006E-14, 3.726E-12
DataValue, 4, 0, 4.138E-12, 1.0700000000000001E-13, 4.138E-12, 2.0342074623793908E-06, 0, , , 1.0700000000000001E-13, 4.138E-12
DataValue, 4.2, 0, 4.562E-12, 9.2000000000000012E-14, 4.562E-12, 2.135883891975404E-06, 0, , , 9.2000000000000012E-14, 4.562E-12
DataValue, 4.4, 0, 5.103E-12, 6.0000000000000009E-14, 5.103E-12, 2.2589820716420041E-06, 0, , , 6.0000000000000009E-14, 5.103E-12
DataValue, 4.6000000000000005, 0, 5.4970000000000005E-12, 5.6E-14, 5.4970000000000005E-12, 2.3445681905203781E-06, 0, , , 5.6E-14, 5.4970000000000005E-12
DataValue, 4.8, 0, 6.0750000000000007E-12, -8.8E-14, 6.0750000000000007E-12, 2.4647515087732474E-06, 0, , , -8.8E-14, 6.0750000000000007E-12
DataValue, 5, 0, 6.6910000000000005E-12, 9.1E-14, 6.6910000000000005E-12, 2.5866967352204241E-06, 0, , , 9.1E-14, 6.6910000000000005E-12
DataValue, 5.2, 0, 7.51E-12, -2.7000000000000002E-14, 7.51E-12, 2.7404379212089443E-06, 0, , , -2.7000000000000002E-14, 7.51E-12
DataValue, 5.4, 0, 8.152E-12, 7.4E-14, 8.152E-12, 2.8551707479588676E-06, 0, , , 7.4E-14, 8.152E-12
DataValue, 5.6000000000000005, 0, 9.033E-12, 4.0000000000000006E-14, 9.033E-12, 3.0054949675552609E-06, 0, , , 4.0000000000000006E-14, 9.033E-12
DataValue, 5.8, 0, 9.838E-12, -1.2100000000000002E-13, 9.838E-12, 3.136558623714851E-06, 0, , , -1.2100000000000002E-13, 9.838E-12
DataValue, 6, 0, 1.0795000000000002E-11, 4E-15, 1.0795000000000002E-11, 3.2855745311893326E-06, 0, , , 4E-15, 1.0795000000000002E-11
DataValue, 6.2, 0, 1.1714000000000001E-11, 7E-14, 1.1714000000000001E-11, 3.42257213218363E-06, 0, , , 7E-14, 1.1714000000000001E-11
DataValue, 6.4, 0, 1.2872000000000001E-11, -6.1E-14, 1.2872000000000001E-11, 3.5877569594385852E-06, 0, , , -6.1E-14, 1.2872000000000001E-11
DataValue, 6.6000000000000005, 0, 1.4147000000000001E-11, 3.9000000000000004E-14, 1.4147000000000001E-11, 3.7612497922897919E-06, 0, , , 3.9000000000000004E-14, 1.4147000000000001E-11
DataValue, 6.8, 0, 1.5576E-11, 6.1E-14, 1.5576E-11, 3.9466441440798791E-06, 0, , , 6.1E-14, 1.5576E-11
DataValue, 7, 0, 1.6989000000000002E-11, 5.700000000000001E-14, 1.6989000000000002E-11, 4.1217714638247479E-06, 0, , , 5.700000000000001E-14, 1.6989000000000002E-11
DataValue, 7.2, 0, 1.8730000000000003E-11, 7.7E-14, 1.8730000000000003E-11, 4.3278170016764808E-06, 0, , , 7.7E-14, 1.8730000000000003E-11
DataValue, 7.4, 0, 2.036E-11, 2.0000000000000003E-14, 2.036E-11, 4.5122056690713912E-06, 0, , , 2.0000000000000003E-14, 2.036E-11
DataValue, 7.6000000000000005, 0, 2.2449000000000002E-11, 8.3000000000000012E-14, 2.2449000000000002E-11, 4.7380375684454005E-06, 0, , , 8.3000000000000012E-14, 2.2449000000000002E-11
DataValue, 7.8, 0, 2.4456000000000003E-11, 1E-15, 2.4456000000000003E-11, 4.9453007997491921E-06, 0, , , 1E-15, 2.4456000000000003E-11
DataValue, 8, 0, 2.6508000000000003E-11, 3.6000000000000004E-14, 2.6508000000000003E-11, 5.1485920405485615E-06, 0, , , 3.6000000000000004E-14, 2.6508000000000003E-11
DataValue, 8.2, 0, 2.9257000000000004E-11, -2.8E-14, 2.9257000000000004E-11, 5.4089740247111562E-06, 0, , , -2.8E-14, 2.9257000000000004E-11
DataValue, 8.4, 0, 3.2259000000000005E-11, 5.9E-14, 3.2259000000000005E-11, 5.6797006963395535E-06, 0, , , 5.9E-14, 3.2259000000000005E-11
DataValue, 8.6, 0, 3.4748000000000005E-11, -1.24E-13, 3.4748000000000005E-11, 5.8947434210489606E-06, 0, , , -1.24E-13, 3.4748000000000005E-11
DataValue, 8.8, 0, 3.7901E-11, 5E-14, 3.7901E-11, 6.1563788057591128E-06, 0, , , 5E-14, 3.7901E-11
DataValue, 9, 0, 4.1500000000000005E-11, -2.9E-14, 4.1500000000000005E-11, 6.4420493633625631E-06, 0, , , -2.9E-14, 4.1500000000000005E-11
DataValue, 9.2000000000000011, 0, 4.5471E-11, -1.8000000000000002E-14, 4.5471E-11, 6.7432188159661557E-06, 0, , , -1.8000000000000002E-14, 4.5471E-11
DataValue, 9.4, 0, 4.9164000000000003E-11, 1.0200000000000001E-13, 4.9164000000000003E-11, 7.01170450033371E-06, 0, , , 1.0200000000000001E-13, 4.9164000000000003E-11
DataValue, 9.6, 0, 5.3580000000000004E-11, -4.7E-14, 5.3580000000000004E-11, 7.31983606373804E-06, 0, , , -4.7E-14, 5.3580000000000004E-11
DataValue, 9.8, 0, 5.893600000000001E-11, -5.3E-14, 5.893600000000001E-11, 7.6769785723290911E-06, 0, , , -5.3E-14, 5.893600000000001E-11
DataValue, 10, 0, 6.4890000000000008E-11, 9.0000000000000008E-14, 6.4890000000000008E-11, 8.0554329492585314E-06, 0, , , 9.0000000000000008E-14, 6.4890000000000008E-11
DataValue, 10.200000000000001, 0, 7.0176E-11, -1.8000000000000002E-14, 7.0176E-11, 8.377111674079558E-06, 0, , , -1.8000000000000002E-14, 7.0176E-11
DataValue, 10.4, 0, 7.7468E-11, -8.1000000000000008E-14, 7.7468E-11, 8.8015907653105528E-06, 0, , , -8.1000000000000008E-14, 7.7468E-11
DataValue, 10.6, 0, 8.5347000000000008E-11, 6.9000000000000009E-14, 8.5347000000000008E-11, 9.2383440074506861E-06, 0, , , 6.9000000000000009E-14, 8.5347000000000008E-11
DataValue, 10.8, 0, 9.3226E-11, -4.7E-14, 9.3226E-11, 9.6553612050507988E-06, 0, , , -4.7E-14, 9.3226E-11
DataValue, 11, 0, 1.0331500000000001E-10, 7.3E-14, 1.0331500000000001E-10, 1.0164398654126078E-05, 0, , , 7.3E-14, 1.0331500000000001E-10
DataValue, 11.200000000000001, 0, 1.1244300000000001E-10, 7.2000000000000009E-14, 1.1244300000000001E-10, 1.060391437158939E-05, 0, , , 7.2000000000000009E-14, 1.1244300000000001E-10
DataValue, 11.4, 0, 1.22923E-10, 6.4E-14, 1.22923E-10, 1.1087064534853218E-05, 0, , , 6.4E-14, 1.22923E-10
DataValue, 11.6, 0, 1.35305E-10, -1.4E-14, 1.35305E-10, 1.1632067743956789E-05, 0, , , -1.4E-14, 1.35305E-10
DataValue, 11.8, 0, 1.49471E-10, 6.3000000000000009E-14, 1.49471E-10, 1.2225833304932635E-05, 0, , , 6.3000000000000009E-14, 1.49471E-10
DataValue, 12, 0, 1.66203E-10, 2.0000000000000003E-14, 1.66203E-10, 1.2891974247569687E-05, 0, , , 2.0000000000000003E-14, 1.66203E-10
DataValue, 12.200000000000001, 0, 1.8342800000000002E-10, 1E-15, 1.8342800000000002E-10, 1.35435593549111E-05, 0, , , 1E-15, 1.8342800000000002E-10
DataValue, 12.4, 0, 2.0366300000000002E-10, 5E-14, 2.0366300000000002E-10, 1.427105462115537E-05, 0, , , 5E-14, 2.0366300000000002E-10
DataValue, 12.6, 0, 2.23263E-10, -1E-15, 2.23263E-10, 1.4941987819564036E-05, 0, , , -1E-15, 2.23263E-10
DataValue, 12.8, 0, 2.4591600000000003E-10, 1.9E-14, 2.4591600000000003E-10, 1.5681709090529642E-05, 0, , , 1.9E-14, 2.4591600000000003E-10
DataValue, 13, 0, 2.75642E-10, 3.0000000000000002E-15, 2.75642E-10, 1.6602469695801284E-05, 0, , , 3.0000000000000002E-15, 2.75642E-10
DataValue, 13.200000000000001, 0, 3.01778E-10, 8.9000000000000012E-14, 3.01778E-10, 1.7371758690472304E-05, 0, , , 8.9000000000000012E-14, 3.01778E-10
DataValue, 13.4, 0, 3.29169E-10, 2.8E-14, 3.29169E-10, 1.8143015184913449E-05, 0, , , 2.8E-14, 3.29169E-10
DataValue, 13.6, 0, 3.6601200000000003E-10, 3.3000000000000005E-14, 3.6601200000000003E-10, 1.913144009216243E-05, 0, , , 3.3000000000000005E-14, 3.6601200000000003E-10
DataValue, 13.8, 0, 4.0088400000000005E-10, -2.6000000000000003E-14, 4.0088400000000005E-10, 2.0022087803223719E-05, 0, , , -2.6000000000000003E-14, 4.0088400000000005E-10
DataValue, 14, 0, 4.3740400000000004E-10, 4.8000000000000004E-14, 4.3740400000000004E-10, 2.0914205698519846E-05, 0, , , 4.8000000000000004E-14, 4.3740400000000004E-10
DataValue, 14.200000000000001, 0, 4.86294E-10, 1.1E-14, 4.86294E-10, 2.2052074732323941E-05, 0, , , 1.1E-14, 4.86294E-10
